genome	taxonomy
southforkpolouse_2019_sw_WHONDRS-S19S_0055_B_bin.24.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_B_bin.24
southforkpolouse_2019_sw_WHONDRS-S19S_0055_B_bin.25.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__Sediminibacterium sp017983845
southforkpolouse_2019_sw_WHONDRS-S19S_0055_B_bin.29.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylopumilus_A; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_B_bin.29
southforkpolouse_2019_sw_WHONDRS-S19S_0055_B_bin.38.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_B_bin.38
southforkpolouse_2019_sw_WHONDRS-S19S_0055_B_bin.54.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Rhodoferax; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_B_bin.54
southforkpolouse_2019_sw_WHONDRS-S19S_0055_F_bin.31.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_F_bin.31
stroublescreek_2019_sw_WHONDRS-S19S_0089_A_bin.5.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__stroublescreek_2019_sw_WHONDRS-S19S_0089_A_bin.5
stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.111.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Chakrabartia; s__stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.111
stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.14.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__S36-B12; g__Mxb001; s__stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.14
stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.19.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__UBA6136; s__stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.19
stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.31.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Aquiluna; s__stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.31
stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.6.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Aquiluna; s__stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.6
stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.64.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.64
stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.72.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__AcAMD-5; g__ATZT02; s__stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.72
stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.74.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcystaceae; g__Microcystis; s__Microcystis wesenbergii
stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.77.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA4615; s__stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.77
stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.80.fa	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__UBA1268; g__stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.80; s__stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.80
stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.96.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__stroublescreek_2019_sw_WHONDRS-S19S_0089_B_bin.96
stroublescreek_2019_sw_WHONDRS-S19S_0089_F_bin.17.fa	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__UBA6163; s__stroublescreek_2019_sw_WHONDRS-S19S_0089_F_bin.17
stroublescreek_2019_sw_WHONDRS-S19S_0089_F_bin.2.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__stroublescreek_2019_sw_WHONDRS-S19S_0089_F_bin.2
stroublescreek_2019_sw_WHONDRS-S19S_0089_F_bin.23.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__Rhodoluna lacicola
stroublescreek_2019_sw_WHONDRS-S19S_0089_F_bin.8.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter; s__stroublescreek_2019_sw_WHONDRS-S19S_0089_F_bin.8
sycamorecreek_2019_sw_WHONDRS-S19S_0028_A_bin.1.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__UA16; g__UBA4660; s__sycamorecreek_2019_sw_WHONDRS-S19S_0028_A_bin.1
sycamorecreek_2019_sw_WHONDRS-S19S_0028_A_bin.11.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767; f__Palsa-965; g__GCA-2737665; s__sycamorecreek_2019_sw_WHONDRS-S19S_0028_A_bin.11
sycamorecreek_2019_sw_WHONDRS-S19S_0028_A_bin.14.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__Azospirillaceae; g__Indioceanicola; s__sycamorecreek_2019_sw_WHONDRS-S19S_0028_A_bin.14
sycamorecreek_2019_sw_WHONDRS-S19S_0028_A_bin.16.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__RDYJ01; s__sycamorecreek_2019_sw_WHONDRS-S19S_0028_A_bin.16
sycamorecreek_2019_sw_WHONDRS-S19S_0028_A_bin.26.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__JADJDQ01; s__sycamorecreek_2019_sw_WHONDRS-S19S_0028_A_bin.26
sycamorecreek_2019_sw_WHONDRS-S19S_0028_A_bin.8.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Sphaerotilus; s__sycamorecreek_2019_sw_WHONDRS-S19S_0028_A_bin.8
sycamorecreek_2019_sw_WHONDRS-S19S_0028_A_bin.9.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Hydrogenophaga; s__Hydrogenophaga sp011391745
sycamorecreek_2019_sw_WHONDRS-S19S_0028_F_bin.11.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__JADJDQ01; s__sycamorecreek_2019_sw_WHONDRS-S19S_0028_F_bin.11
teakettle2_2019_sw_WHONDRS-S19S_0032_B_bin.14.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Chakrabartia; s__teakettle2_2019_sw_WHONDRS-S19S_0032_B_bin.14
teakettle2_2019_sw_WHONDRS-S19S_0032_B_bin.18.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Janthinobacterium; s__Janthinobacterium sp014200675
teakettle2_2019_sw_WHONDRS-S19S_0032_B_bin.24.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Rhodoferax; s__teakettle2_2019_sw_WHONDRS-S19S_0032_B_bin.24
teakettle2_2019_sw_WHONDRS-S19S_0032_B_bin.26.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__VFMC01; s__teakettle2_2019_sw_WHONDRS-S19S_0032_B_bin.26
tombigeeriver_2019_sw_WHONDRS-S19S_0020_A_bin.13.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA2093; s__tombigeeriver_2019_sw_WHONDRS-S19S_0020_A_bin.13
tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.110.fa	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__Limnocylindraceae; g__Limnocylindrus; s__Limnocylindrus sp903864185
tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.115.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__UBA964; s__UBA964 sp010031985
tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.29.fa	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__Limnocylindraceae; g__Limnocylindrus; s__Limnocylindrus sp903847005
tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.3.fa	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__VGZA01; s__tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.3
tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.32.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767; f__B-17BO; g__UBA2475; s__UBA2475 sp009927275
tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.37.fa	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.37; s__tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.37
tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.46.fa	Root; d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__NICIL-2; g__tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.46; s__tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.46
tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.54.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767-A; f__2013-40CM-41-45; g__CAINVI01; s__tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.54
tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.60.fa	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__PNKF01; s__PNKF01 sp903906325
tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.75.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__RFTU01; s__tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.75
tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.76.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__JJ008; s__tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.76
tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.87.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767-A; f__OLB10; g__tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.87; s__tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.87
tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.96.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767-A; f__2013-40CM-41-45; g__CAINVI01; s__tombigeeriver_2019_sw_WHONDRS-S19S_0020_B_bin.96
tombigeeriver_2019_sw_WHONDRS-S19S_0020_F_bin.30.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__tombigeeriver_2019_sw_WHONDRS-S19S_0020_F_bin.30; s__tombigeeriver_2019_sw_WHONDRS-S19S_0020_F_bin.30
umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.100.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__UBA953; g__UBA953; s__umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.100
umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.102.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Roseomonas_A; s__umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.102
umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.19.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Vulcanococcus; s__umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.19
umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.30.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__UBA956; s__umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.30
umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.54.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__Planktophila; s__umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.54
umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.74.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767-A; f__OLB10; g__CAINEC01; s__umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.74
umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.83.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__Planktophila; s__umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.83
umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.9.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Luteolibacter; s__umpqua_2019_sw_WHONDRS-S19S_0079_A_bin.9
umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.10.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter; s__umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.10
umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.101.fa	Root; d__Bacteria; p__Myxococcota_A; c__UBA796; o__UBA796; f__GCA-2862545; g__umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.101; s__umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.101
umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.102.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter; s__umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.102
umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.114.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__CAIXQW01; s__CAIXQW01 sp903921675
umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.116.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.116
umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.20.fa	Root; d__Bacteria; p__Myxococcota_A; c__UBA796; o__UBA796; f__UBA2385; g__JAEUKK01; s__umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.20
umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.26.fa	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula_B; s__umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.26
umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.35.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans; s__umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.35
umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.41.fa	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__UBA965; s__umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.41
umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.73.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__UBA956; s__umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.73
umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.89.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Algoriphagus; s__umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.89
umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.94.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__umpqua_2019_sw_WHONDRS-S19S_0079_B_bin.94
umpqua_2019_sw_WHONDRS-S19S_0079_F_bin.12.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__SXYR01; s__umpqua_2019_sw_WHONDRS-S19S_0079_F_bin.12
umpqua_2019_sw_WHONDRS-S19S_0079_F_bin.18.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__umpqua_2019_sw_WHONDRS-S19S_0079_F_bin.18
umpqua_2019_sw_WHONDRS-S19S_0079_F_bin.37.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__UA16; g__CAIZGX01; s__umpqua_2019_sw_WHONDRS-S19S_0079_F_bin.37
umpqua_2019_sw_WHONDRS-S19S_0079_F_bin.63.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__Sediminibacterium sp002299885
umpqua_2019_sw_WHONDRS-S19S_0079_F_bin.9.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA3006; s__umpqua_2019_sw_WHONDRS-S19S_0079_F_bin.9
watershed3_2019_sw_WHONDRS-S19S_0084_A_bin.11.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__CAIODY01; g__watershed3_2019_sw_WHONDRS-S19S_0084_A_bin.11; s__watershed3_2019_sw_WHONDRS-S19S_0084_A_bin.11
watershed3_2019_sw_WHONDRS-S19S_0084_A_bin.15.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA2103; g__C7867-001; s__watershed3_2019_sw_WHONDRS-S19S_0084_A_bin.15
watershed3_2019_sw_WHONDRS-S19S_0084_A_bin.8.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__Thiolinea; s__watershed3_2019_sw_WHONDRS-S19S_0084_A_bin.8
watershed3_2019_sw_WHONDRS-S19S_0084_B_bin.11.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__Paludibacter; s__watershed3_2019_sw_WHONDRS-S19S_0084_B_bin.11
watershed3_2019_sw_WHONDRS-S19S_0084_B_bin.15.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Brachymonas; s__Brachymonas denitrificans
watershed3_2019_sw_WHONDRS-S19S_0084_B_bin.22.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter sp003987695
watershed3_2019_sw_WHONDRS-S19S_0084_B_bin.25.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__JAAFJT01; s__watershed3_2019_sw_WHONDRS-S19S_0084_B_bin.25
watershed3_2019_sw_WHONDRS-S19S_0084_B_bin.3.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__FEN-1191; s__watershed3_2019_sw_WHONDRS-S19S_0084_B_bin.3
watershed3_2019_sw_WHONDRS-S19S_0084_B_bin.30.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__JAFMIX01; g__JAFMIX01; s__watershed3_2019_sw_WHONDRS-S19S_0084_B_bin.30
watershed3_2019_sw_WHONDRS-S19S_0084_B_bin.47.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__FKL33; s__watershed3_2019_sw_WHONDRS-S19S_0084_B_bin.47
watershed3_2019_sw_WHONDRS-S19S_0084_F_bin.1.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Xenococcaceae; g__Pleurocapsa; s__watershed3_2019_sw_WHONDRS-S19S_0084_F_bin.1
watershed3_2019_sw_WHONDRS-S19S_0084_F_bin.6.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__watershed3_2019_sw_WHONDRS-S19S_0084_F_bin.6
whiteclaycreek1_2019_sw_WHONDRS-S19S_0037_A_bin.25.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__whiteclaycreek1_2019_sw_WHONDRS-S19S_0037_A_bin.25
whiteclaycreek1_2019_sw_WHONDRS-S19S_0037_B_bin.12.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Aquirickettsiella; s__whiteclaycreek1_2019_sw_WHONDRS-S19S_0037_B_bin.12
whiteclaycreek1_2019_sw_WHONDRS-S19S_0037_B_bin.2.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__JACMLD01; s__JACMLD01 sp004295245
whiteclaycreek1_2019_sw_WHONDRS-S19S_0037_B_bin.33.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g; f__UBA955; g__UBA955; s__whiteclaycreek1_2019_sw_WHONDRS-S19S_0037_B_bin.33
whiteclaycreek1_2019_sw_WHONDRS-S19S_0037_B_bin.40.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__JAABRC01; s__whiteclaycreek1_2019_sw_WHONDRS-S19S_0037_B_bin.40
whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_A_bin.6.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Sphaerotilus; s__whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_A_bin.6
whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_A_bin.8.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA918; g__OLB19; s__whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_A_bin.8
whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.19.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__J057; f__JADKCL01; g__JADKCL01; s__whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.19
whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.21.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Ferruginibacter; s__whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.21
whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.22.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.22; s__whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.22
whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.23.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__Zambryskibacteraceae; g__whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.23; s__whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.23
whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.30.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA918; g__OLB19; s__whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.30
whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.31.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA918; g__whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.31; s__whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.31
whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.34.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.34
whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.50.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__DSPG01; s__whiteclaycreek2_2019_sw_WHONDRS-S19S_0038_B_bin.50
yakimariver_2019_sw_WHONDRS-S19S_0060_A_bin.28.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__PBB1; s__yakimariver_2019_sw_WHONDRS-S19S_0060_A_bin.28
