genome	taxonomy
redbuttecreek_2019_sw_WHONDRS-S19S_0086_F_bin.10.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Aquirufa; s__redbuttecreek_2019_sw_WHONDRS-S19S_0086_F_bin.10
redbuttecreek_2019_sw_WHONDRS-S19S_0086_F_bin.6.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__JAAFJR01; s__redbuttecreek_2019_sw_WHONDRS-S19S_0086_F_bin.6
riogrande_2019_sw_WHONDRS-S19S_0066_A_bin.62.fa	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_D; s__Nitrospira_D sp900299245
riogrande_2019_sw_WHONDRS-S19S_0066_A_bin.83.fa	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__JAFLCP01; s__riogrande_2019_sw_WHONDRS-S19S_0066_A_bin.83
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.101.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g; f__UBA955; g__UBA955; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.101
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.105.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767-A; f__2013-40CM-41-45; g__CAINVI01; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.105
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.107.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__F1-60-MAGs027; s__F1-60-MAGs027 sp005793215
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.110.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-41; g__Ga0077527; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.110
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.112.fa	Root; d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA2386; f__UBA2386; g__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.112; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.112
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.116.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__Zambryskibacteraceae; g__UBA910; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.116
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.117.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA3006; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.117
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.129.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__Rhizomicrobium; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.129
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.130.fa	Root; d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.130; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.130
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.136.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__M0103; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.136
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.137.fa	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Palsa-1315; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.137
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.152.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.152; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.152
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.154.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__SXYR01; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.154
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.157.fa	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__PNKF01; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.157
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.158.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__UBA6136; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.158
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.17.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.17
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.2.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Aquirufa; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.2
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.22.fa	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; g__12-FULL-67-14b; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.22
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.23.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ramlibacter; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.23
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.28.fa	Root; d__Bacteria; p__Bdellovibrionota_C; c__UBA2361; o__UBA2361; f__OMII01; g__OMII01; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.28
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.29.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__ER46; s__ER46 sp903900845
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.37.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__CACIAM-22H2; f__CACIAM-22H2; g__CAIOSQ01; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.37
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.47.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__IMCC26077; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.47
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.50.fa	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__Limnocylindraceae; g__Limnocylindrus; s__Limnocylindrus sp903864185
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.54.fa	Root; d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Oligoflexales; f__RGVZ01; g__RGVZ01; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.54
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.58.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__Methylomonas; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.58
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.60.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudohongiellaceae; g__CAILUG01; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.60
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.65.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Schleiferiaceae; g__TMED14; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.65
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.69.fa	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__UBA969; s__UBA969 sp005786805
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.82.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__UBA9464; g__SXXZ01; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.82
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.85.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA3006; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.85
riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.99.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767-A; f__OLB10; g__CAINEC01; s__riogrande_2019_sw_WHONDRS-S19S_0066_B_bin.99
riogrande_2019_sw_WHONDRS-S19S_0066_F_bin.11.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__ER46; s__riogrande_2019_sw_WHONDRS-S19S_0066_F_bin.11
riogrande_2019_sw_WHONDRS-S19S_0066_F_bin.13.fa	Root; d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Holophagales; f__Holophagaceae; g__UBA12189; s__UBA12189 sp014189895
riogrande_2019_sw_WHONDRS-S19S_0066_F_bin.14.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter; s__riogrande_2019_sw_WHONDRS-S19S_0066_F_bin.14
riogrande_2019_sw_WHONDRS-S19S_0066_F_bin.5.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans_A; s__riogrande_2019_sw_WHONDRS-S19S_0066_F_bin.5
riogrande_2019_sw_WHONDRS-S19S_0066_F_bin.58.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__JADJPG01; g__JADJPG01; s__riogrande_2019_sw_WHONDRS-S19S_0066_F_bin.58
sangamon_2019_sw_WHONDRS-S19S_0083_A_bin.32.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__sangamon_2019_sw_WHONDRS-S19S_0083_A_bin.32
sangamon_2019_sw_WHONDRS-S19S_0083_A_bin.57.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__sangamon_2019_sw_WHONDRS-S19S_0083_A_bin.57
sangamon_2019_sw_WHONDRS-S19S_0083_A_bin.58.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__ZLKRG08; s__sangamon_2019_sw_WHONDRS-S19S_0083_A_bin.58
sangamon_2019_sw_WHONDRS-S19S_0083_B_bin.105.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__UA16; g__CAIZGX01; s__sangamon_2019_sw_WHONDRS-S19S_0083_B_bin.105
sangamon_2019_sw_WHONDRS-S19S_0083_B_bin.35.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g; f__UBA955; g__sangamon_2019_sw_WHONDRS-S19S_0083_B_bin.35; s__sangamon_2019_sw_WHONDRS-S19S_0083_B_bin.35
sangamon_2019_sw_WHONDRS-S19S_0083_B_bin.50.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Aquirufa; s__sangamon_2019_sw_WHONDRS-S19S_0083_B_bin.50
sangamon_2019_sw_WHONDRS-S19S_0083_B_bin.61.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__UA16; g__CAIZGX01; s__CAIZGX01 sp016868835
sangamon_2019_sw_WHONDRS-S19S_0083_B_bin.72.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter; s__sangamon_2019_sw_WHONDRS-S19S_0083_B_bin.72
sangamon_2019_sw_WHONDRS-S19S_0083_B_bin.74.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA2093; s__sangamon_2019_sw_WHONDRS-S19S_0083_B_bin.74
sangamon_2019_sw_WHONDRS-S19S_0083_B_bin.78.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__CAIWHF01; s__sangamon_2019_sw_WHONDRS-S19S_0083_B_bin.78
sangamon_2019_sw_WHONDRS-S19S_0083_F_bin.22.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__sangamon_2019_sw_WHONDRS-S19S_0083_F_bin.22
sharkriverslough_2019_sw_WHONDRS-S19S_0042_A_bin.28.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__sharkriverslough_2019_sw_WHONDRS-S19S_0042_A_bin.28; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_A_bin.28
sharkriverslough_2019_sw_WHONDRS-S19S_0042_A_bin.33.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__MAG-120802; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_A_bin.33
sharkriverslough_2019_sw_WHONDRS-S19S_0042_A_bin.44.fa	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__SM1A02; g__QWPT01; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_A_bin.44
sharkriverslough_2019_sw_WHONDRS-S19S_0042_A_bin.58.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__Cephaloticoccus; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_A_bin.58
sharkriverslough_2019_sw_WHONDRS-S19S_0042_A_bin.6.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__JJ008; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_A_bin.6
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.10.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__AcAMD-5; g__ATZT02; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.10
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.102.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__UBA3478; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.102
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.109.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcystaceae_A; g__Synechocystis; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.109
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.112.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__F1-60-MAGs027; s__F1-60-MAGs027 sp017856115
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.117.fa	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__SM1A02; g__SYAC01; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.117
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.21.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Cyanobium; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.21
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.28.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__RGUW01; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.28
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.3.fa	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__SM1A02; g__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.3; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.3
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.30.fa	Root; d__Bacteria; p__Bdellovibrionota_C; c__UBA2361; o__UBA2361; f__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.30; g__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.30; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.30
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.32.fa	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__UBA1268; g__QWPN01; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.32
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.33.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA2463; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.33
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.39.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__BACL14; s__BACL14 sp017852315
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.45.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g; f__UBA955; g__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.45; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.45
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.50.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__MAG-120531; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.50
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.54.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__UBA952 sp903823565
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.61.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__ZC4RG30; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.61
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.63.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Synechococcus_C; s__Synechococcus_C sp004332415
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.66.fa	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__SM1A02; g__QWPT01; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.66
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.68.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__UBA10329; g__UBA10329; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.68
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.70.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA2463; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.70
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.72.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Wagnerdoeblera; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.72
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.73.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudohongiellaceae; g__NORP240; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.73
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.76.fa	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__SM1A02; g__SYIB01; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.76
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.77.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Robiginitalea; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.77
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.78.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__AcAMD-5; g__AcAMD-5; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.78
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.82.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__AcAMD-5; g__ATZT02; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.82
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.85.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.85; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.85
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.86.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__UA16; g__RI-182; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.86
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.89.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__RFXW01; s__RFXW01 sp009921245
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.90.fa	Root; d__Bacteria; p__Hydrogenedentota; c__Hydrogenedentia; o__Hydrogenedentiales; f__WGMK01; g__WGMK01; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.90
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.92.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__S36-B12; g__VGCC01; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.92
sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.97.fa	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__SM1A02; g__UBA966; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_B_bin.97
sharkriverslough_2019_sw_WHONDRS-S19S_0042_F_bin.31.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__sharkriverslough_2019_sw_WHONDRS-S19S_0042_F_bin.31; g__sharkriverslough_2019_sw_WHONDRS-S19S_0042_F_bin.31; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_F_bin.31
sharkriverslough_2019_sw_WHONDRS-S19S_0042_F_bin.52.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__MAG-120802; s__sharkriverslough_2019_sw_WHONDRS-S19S_0042_F_bin.52
southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.10.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.10
southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.14.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.14
southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.27.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__Planktophila; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.27
southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.29.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans_A; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.29
southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.33.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans_A; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.33
southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.38.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylopumilus_A; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.38
southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.39.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Rhodoferax; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.39
southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.4.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.4
southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.40.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Aquirufa; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.40
southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.9.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_A_bin.9
southforkpolouse_2019_sw_WHONDRS-S19S_0055_B_bin.23.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola; s__southforkpolouse_2019_sw_WHONDRS-S19S_0055_B_bin.23
