user_genome,classification
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.68,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.70,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__NIES-981;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.73,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__SZUA-430;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.74,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.76,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.77,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.78,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__RGVZ01;g__;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.80,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__JAFLCP01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.82,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__;g__;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.83,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Raphidiopsis;s__Raphidiopsis raciborskii
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.86,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.87,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__UBA2386;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.9,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.91,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__SXXH01;s__SXXH01 sp005789645
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.92,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Cyanobium;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.98,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__SYGM01;s__SYGM01 sp005799545
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.99,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium sp020401865
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.10,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__SZUA-430;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.11,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077523;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.12,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.13,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis aeruginosa_D
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.14,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea sp903858085
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.15,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.16,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__CAIVXW01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.17,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAHBVH01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.19,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__V1-115;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.20,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__V1-115;s__V1-115 sp018970725
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.21,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Raphidiopsis;s__Raphidiopsis raciborskii
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.22,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__SXYR01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.23,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__SXXH01;s__SXXH01 sp005789645
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.26,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__;g__;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.28,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__CAIXSC01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.3,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.31,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp016124525
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.32,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.34,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__SXMI01;s__SXMI01 sp016870275
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.36,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JADJPL01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.37,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__BJGN01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.41,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__CAIOZW01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.45,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAHBVH01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.46,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.48,d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__WGMK01;g__WGMK01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.5,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pan216;f__Pan216;g__JAIELF01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.6,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__SYGM01;s__SYGM01 sp005799545
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.7,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__Arctic95D-9;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_F_bin.8,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Zrk34;g__;s__
orco_2019_sw_WHONDRS-S19S_0096_A_bin.10,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__CAIODY01;g__CAIODY01;s__
orco_2019_sw_WHONDRS-S19S_0096_A_bin.12,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__JADIYW01;g__JADJSS01;s__JADJSS01 sp020848315
orco_2019_sw_WHONDRS-S19S_0096_A_bin.13,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Brachymonas;s__Brachymonas denitrificans
orco_2019_sw_WHONDRS-S19S_0096_A_bin.15,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JAAFJT01;s__
orco_2019_sw_WHONDRS-S19S_0096_A_bin.19,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__
orco_2019_sw_WHONDRS-S19S_0096_A_bin.2,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Ideonella;s__Ideonella filiformis
orco_2019_sw_WHONDRS-S19S_0096_A_bin.23,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Chamaesiphonaceae;g__Chamaesiphon;s__
orco_2019_sw_WHONDRS-S19S_0096_A_bin.24,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__
orco_2019_sw_WHONDRS-S19S_0096_A_bin.26,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax_C;s__
orco_2019_sw_WHONDRS-S19S_0096_A_bin.28,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__JAFMIX01;g__JAFMIX01;s__
orco_2019_sw_WHONDRS-S19S_0096_A_bin.3,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiolinea;s__
orco_2019_sw_WHONDRS-S19S_0096_A_bin.30,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Waterburya;s__
orco_2019_sw_WHONDRS-S19S_0096_A_bin.32,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__Thermomonas sp014678725
orco_2019_sw_WHONDRS-S19S_0096_A_bin.33,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__
orco_2019_sw_WHONDRS-S19S_0096_A_bin.36,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__FKL33;s__
orco_2019_sw_WHONDRS-S19S_0096_A_bin.7,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella_A;s__Dokdonella_A sp009996615
orco_2019_sw_WHONDRS-S19S_0096_A_bin.9,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
orco_2019_sw_WHONDRS-S19S_0096_B_bin.10,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiolinea;s__
orco_2019_sw_WHONDRS-S19S_0096_B_bin.13,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__
orco_2019_sw_WHONDRS-S19S_0096_B_bin.14,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__FKL33;s__
orco_2019_sw_WHONDRS-S19S_0096_B_bin.15,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__
orco_2019_sw_WHONDRS-S19S_0096_B_bin.18,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__;s__
orco_2019_sw_WHONDRS-S19S_0096_B_bin.22,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Chamaesiphonaceae;g__Chamaesiphon;s__
orco_2019_sw_WHONDRS-S19S_0096_B_bin.24,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Waterburya;s__
orco_2019_sw_WHONDRS-S19S_0096_B_bin.26,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax_C;s__
orco_2019_sw_WHONDRS-S19S_0096_B_bin.27,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Brachymonas;s__Brachymonas denitrificans
orco_2019_sw_WHONDRS-S19S_0096_B_bin.28,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__CAMCXE01;s__
orco_2019_sw_WHONDRS-S19S_0096_B_bin.29,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Ideonella;s__Ideonella filiformis
orco_2019_sw_WHONDRS-S19S_0096_B_bin.32,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp003987695
orco_2019_sw_WHONDRS-S19S_0096_B_bin.37,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter johnsonii
orco_2019_sw_WHONDRS-S19S_0096_B_bin.38,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JAAFJT01;s__
orco_2019_sw_WHONDRS-S19S_0096_B_bin.4,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__Thermomonas sp014678725
orco_2019_sw_WHONDRS-S19S_0096_B_bin.40,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__JADIYW01;g__JADJSS01;s__JADJSS01 sp020848315
orco_2019_sw_WHONDRS-S19S_0096_B_bin.43,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Aquaspirillum;s__
orco_2019_sw_WHONDRS-S19S_0096_B_bin.46,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella_A;s__Dokdonella_A sp009996615
orco_2019_sw_WHONDRS-S19S_0096_B_bin.50,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__CAIODY01;g__CAIODY01;s__
orco_2019_sw_WHONDRS-S19S_0096_B_bin.53,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
orco_2019_sw_WHONDRS-S19S_0096_B_bin.56,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__
orco_2019_sw_WHONDRS-S19S_0096_F_bin.10,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
orco_2019_sw_WHONDRS-S19S_0096_F_bin.16,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Waterburya;s__
orco_2019_sw_WHONDRS-S19S_0096_F_bin.17,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__CAIODY01;g__CAIODY01;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.11,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__UBA952 sp004295165
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.12,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.14,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Limnohabitans_A;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.19,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Limnohabitans_A;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.21,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__Sphingorhabdus_B sp002282385
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.23,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.3,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Aquisediminimonas;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.36,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Phnomibacter;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.38,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.39,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA954;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.49,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.50,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.51,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.60,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.63,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.65,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Aquirufa;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.73,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017983845
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.78,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.8,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola_A;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_A_bin.9,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium erciyesense
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.105,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp017984495
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.11,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.110,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.15,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium erciyesense
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__TMED14;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.20,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__Rhodoluna limnophila
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.23,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.24,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__UBA955;s__UBA955 sp024643755
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.25,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.26,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017856545
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.28,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__CAMCTV01;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Phnomibacter;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.30,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017983845
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.33,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.34,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.35,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Limnohabitans_A;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.36,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__JALRFN01;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.37,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Aquisediminimonas;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.44,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017987615
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.46,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.49,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus;s__Methylopumilus rimovensis
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.56,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.69,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Aquirufa;s__Aquirufa sp903898715
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.7,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.73,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__Methylotenera sp903951385
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.74,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__RFPI01;s__RFPI01 sp009926205
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.79,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola_A;s__
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.87,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__Rhodoluna sp024645105
seaofgalileej4_2019_sw_WHONDRS-S19S_0058_B_bin.88,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__ZLKRG08;s__ZLKRG08 sp018883345
