user_genome,classification
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_B_bin.77,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium erciyesense
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_B_bin.78,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_B_bin.79,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802;s__
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_B_bin.8,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E simiae
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_B_bin.85,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017983845
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_B_bin.92,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus;s__
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_B_bin.94,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_B_bin.99,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__ZLKRG08;s__ZLKRG08 sp018883345
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Aquirufa;s__Aquirufa sp903898715
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.12,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017983845
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.15,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Aquirufa;s__
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.16,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.20,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.22,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.23,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.24,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium erciyesense
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.26,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.28,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__UBA952 sp004295165
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.29,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Aquisediminimonas;s__
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.4,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__ZLKRG08;s__ZLKRG08 sp018883345
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.42,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola_A;s__
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.45,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA954;s__
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.46,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__UBA955;s__UBA955 sp024643755
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.5,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__CAMCTV01;s__
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.7,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017987615
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.8,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Limnohabitans_A;s__
jordanrivershai3_2019_sw_WHONDRS-S19S_0058_F_bin.9,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_A_bin.10,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Limnohabitans_A;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_A_bin.11,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__CAMCTV01;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_A_bin.13,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017987615
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_A_bin.15,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__UBA952 sp004295165
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_A_bin.18,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Aquirufa;s__Aquirufa sp903898715
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_A_bin.24,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_A_bin.25,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium erciyesense
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_A_bin.27,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_A_bin.28,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_A_bin.5,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_A_bin.6,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_A_bin.7,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_A_bin.9,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Aquirufa;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.1,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.11,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017987615
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.14,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.19,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium erciyesense
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.21,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Aquirufa;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.23,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Aquirufa;s__Aquirufa sp903898715
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.26,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__UBA955;s__UBA955 sp024643755
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.29,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA954;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.3,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Limnohabitans_A;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.32,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E simiae
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.37,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.41,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.42,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__CAMCTV01;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.6,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.8,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_B_bin.9,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__UBA952 sp004295165
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_F_bin.10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_F_bin.11,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_F_bin.12,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__UBA952 sp004295165
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_F_bin.2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Aquirufa;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_F_bin.3,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Limnohabitans_A;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_F_bin.5,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_F_bin.6,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__;s__
jordanrivershai4_2019_sw_WHONDRS-S19S_0058_F_bin.7,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Aquirufa;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__SZUA-430;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.102,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.103,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__SXMI01;s__SXMI01 sp016870275
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.105,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__SXXZ01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.109,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae;g__UBA967;s__UBA967 sp945883435
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.11,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__CAIQDA01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.111,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.113,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7803;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.116,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAJBVW01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.117,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077523;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.12,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__UBA964;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.120,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__QWPN01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.122,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__V1-115;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.125,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__BJ22;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.126,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__CACIAM-22H2;f__CACIAM-22H2;g__CAIOSQ01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.13,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA2463;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.133,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.134,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__F1-20-MAGs119;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.137,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__CAMCYM01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.138,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__UBA4408;g__CAIKXD01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.139,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXXK01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.14,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__IMCC26077;s__IMCC26077 sp016870715
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.140,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Vulcanococcus;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.142,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__CAIUDO01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.144,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.145,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__OMII01;g__OMII01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.147,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__V1-115;s__V1-115 sp018970725
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.15,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__SYGM01;s__SYGM01 sp005799545
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.152,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAMDGX01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.153,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__QYQG01;s__QYQG01 sp005790965
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.156,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__Nanopelagicus sp945881945
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.158,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__SXXH01;s__SXXH01 sp005789645
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.16,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__ER46;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.162,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA3006;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.163,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__RGXB01;f__RGXB01;g__RGXB01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.166,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__Luteolibacter sp016871685
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.167,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__RGEC01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.168,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rubrivivax;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.17,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__F1-60-MAGs027;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.172,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__SYIM01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.173,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__REDH01;f__REDH01;g__REEB431;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.174,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__UBA7672 sp903831255
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.175,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__CAIVXW01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.177,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__SYIB01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.178,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__UBA1450;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.18,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.181,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__RGVT01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.188,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA3064;s__UBA3064 sp016868095
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.19,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__J135;g__;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.192,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__REEB421;s__REEB421 sp016873225
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.197,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__UBA5976;g__ATZT02;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.201,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.205,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__UBA6669;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.206,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__RGVT01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.21,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.212,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__F1-60-MAGs140;s__F1-60-MAGs140 sp903908015
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.213,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__CAIWAH01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.214,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__Mxb001;s__Mxb001 sp016870425
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.218,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__RGUW01;s__RGUW01 sp018970945
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.219,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__Limnocylindraceae;g__Limnocylindrus;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.220,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__Nanopelagicus sp016870455
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.221,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__UBA6159;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.222,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.223,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.226,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA7976;f__UBA1532;g__CAINDO01;s__CAINDO01 sp023150895
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.227,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__SYIM01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.232,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__JANWXJ01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.236,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__F1-60-MAGs104;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.237,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.241,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__BJGN01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_A_bin.242,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__UBA964;s__
